datetime,datetime,year,month,day,random,sazonal,timeSeries
2003-01-01 00:00:00,2003-01-01 00:00:00,2003,1,1,0.26511168073764,1.0,10.26511168073764
2003-01-01 01:00:00,2003-01-01 01:00:00,2003,1,1,0.2569941414565905,0.9999997588734665,10.256991730191256
2003-01-01 02:00:00,2003-01-01 02:00:00,2003,1,1,0.3999317651744978,0.9999990354939822,10.39992212011432
2003-01-01 03:00:00,2003-01-01 03:00:00,2003,1,1,0.35947420360156057,0.999997829861896,10.35945250222052
2003-01-01 04:00:00,2003-01-01 04:00:00,2003,1,1,0.5301959993783083,0.9999961419777894,10.530157419156202
2003-01-01 05:00:00,2003-01-01 05:00:00,2003,1,1,0.5797565039470833,0.9999939718424762,10.579696222371846
2003-01-01 06:00:00,2003-01-01 06:00:00,2003,1,1,0.7735268291175643,0.9999913194570031,10.773440023687595
2003-01-01 07:00:00,2003-01-01 07:00:00,2003,1,1,0.3069356463882764,0.9999881848226492,10.30681749461477
2003-01-01 08:00:00,2003-01-01 08:00:00,2003,1,1,0.4627829693287947,0.9999845679409262,10.462628648738056
2003-01-01 09:00:00,2003-01-01 09:00:00,2003,1,1,0.541397899203978,0.9999804688135782,10.541202587339761
2003-01-01 10:00:00,2003-01-01 10:00:00,2003,1,1,0.33972469544703154,0.9999758874425823,10.339483569872854
2003-01-01 11:00:00,2003-01-01 11:00:00,2003,1,1,0.9861307881283689,0.9999708238301476,10.985839026429845
2003-01-01 12:00:00,2003-01-01 12:00:00,2003,1,1,0.47369221868679456,0.9999652779787161,10.473344998473957
2003-01-01 13:00:00,2003-01-01 13:00:00,2003,1,1,0.5474834959226502,0.9999592498909624,10.547075994832275
2003-01-01 14:00:00,2003-01-01 14:00:00,2003,1,1,0.22406849779278393,0.9999527395697936,10.22359589349072
2003-01-01 15:00:00,2003-01-01 15:00:00,2003,1,1,0.6193047867510703,0.9999457470183493,10.618762256934565
2003-01-01 16:00:00,2003-01-01 16:00:00,2003,1,1,0.9517838362793563,0.9999382722400014,10.95116655867937
2003-01-01 17:00:00,2003-01-01 17:00:00,2003,1,1,0.04573286622333983,0.9999303152383551,10.04503601860689
2003-01-01 18:00:00,2003-01-01 18:00:00,2003,1,1,0.31483378303138443,0.9999218760172474,10.314052543203857
2003-01-01 19:00:00,2003-01-01 19:00:00,2003,1,1,0.5105117871160527,0.999912954580748,10.509641332923534
2003-01-01 20:00:00,2003-01-01 20:00:00,2003,1,1,0.8421623939401057,0.9999035509331596,10.841197903271702
2003-01-01 21:00:00,2003-01-01 21:00:00,2003,1,1,0.6615663221471811,0.9998936650790171,10.660502972937351
2003-01-01 22:00:00,2003-01-01 22:00:00,2003,1,1,0.3356893065889943,0.9998832970230879,10.334522276819873
2003-01-01 23:00:00,2003-01-01 23:00:00,2003,1,1,0.7739970916488189,0.9998724467703719,10.772721559352538
2003-01-02 00:00:00,2003-01-02 00:00:00,2003,1,2,0.26380623429996586,0.9998611143261019,10.262417377560986
2003-01-02 01:00:00,2003-01-02 01:00:00,2003,1,2,0.21173734064327454,0.9998492996957429,10.210230337600704
2003-01-02 02:00:00,2003-01-02 02:00:00,2003,1,2,0.32027740697228413,0.9998370028849926,10.31864743582221
2003-01-02 03:00:00,2003-01-02 03:00:00,2003,1,2,0.20662328428340848,0.999824223899781,10.204865523281217
2003-01-02 04:00:00,2003-01-02 04:00:00,2003,1,2,0.25229889412479023,0.9998109627462709,10.250408521587499
2003-01-02 05:00:00,2003-01-02 05:00:00,2003,1,2,0.40681493699268867,0.9997972194308576,10.404787131301266
2003-01-02 06:00:00,2003-01-02 06:00:00,2003,1,2,0.8924951847144416,0.9997829939601689,10.89032512431613
2003-01-02 07:00:00,2003-01-02 07:00:00,2003,1,2,0.6790550680288722,0.999768286341065,10.67673793143952
2003-01-02 08:00:00,2003-01-02 08:00:00,2003,1,2,0.7067596980248677,0.9997530965806385,10.704290663831253
2003-01-02 09:00:00,2003-01-02 09:00:00,2003,1,2,0.20967738091179688,0.999737424686215,10.207051627773946
2003-01-02 10:00:00,2003-01-02 10:00:00,2003,1,2,0.9736870848116996,0.9997212706653522,10.970899791465222
2003-01-02 11:00:00,2003-01-02 11:00:00,2003,1,2,0.9468649273699047,0.9997046345258405,10.94391127262831
2003-01-02 12:00:00,2003-01-02 12:00:00,2003,1,2,0.02381158559282215,0.9996875162757026,10.02068674834985
2003-01-02 13:00:00,2003-01-02 13:00:00,2003,1,2,0.6542641208554434,0.9996699159231939,10.650963280087382
2003-01-02 14:00:00,2003-01-02 14:00:00,2003,1,2,0.563659202764569,0.9996518334768022,10.56017753753259
2003-01-02 15:00:00,2003-01-02 15:00:00,2003,1,2,0.6112767166494545,0.9996332689452478,10.607609406101933
2003-01-02 16:00:00,2003-01-02 16:00:00,2003,1,2,0.15463662163134173,0.9996142223374836,10.150778845006178
2003-01-02 17:00:00,2003-01-02 17:00:00,2003,1,2,0.40519686497754515,0.9995946936626949,10.401143801604496
2003-01-02 18:00:00,2003-01-02 18:00:00,2003,1,2,0.20597151710600203,0.9995746829302993,10.201718346408995
