datetime,datetime,year,month,day,random,sazonal,timeSeries
2008-01-01 00:00:00,2008-01-01 00:00:00,2008,1,1,0.34448317353319435,1.0,10.344483173533195
2008-01-01 01:00:00,2008-01-01 01:00:00,2008,1,1,0.2409018082460901,0.9999997588734665,10.240899396980755
2008-01-01 02:00:00,2008-01-01 02:00:00,2008,1,1,0.1640679639833209,0.9999990354939822,10.164058318923143
2008-01-01 03:00:00,2008-01-01 03:00:00,2008,1,1,0.03538008710236018,0.999997829861896,10.03535838572132
2008-01-01 04:00:00,2008-01-01 04:00:00,2008,1,1,0.26824115967099416,0.9999961419777894,10.268202579448888
2008-01-01 05:00:00,2008-01-01 05:00:00,2008,1,1,0.7425531835623933,0.9999939718424762,10.742492901987156
2008-01-01 06:00:00,2008-01-01 06:00:00,2008,1,1,0.3395739246882373,0.9999913194570031,10.339487119258267
2008-01-01 07:00:00,2008-01-01 07:00:00,2008,1,1,0.8745144375804439,0.9999881848226492,10.874396285806936
2008-01-01 08:00:00,2008-01-01 08:00:00,2008,1,1,0.8623162607076691,0.9999845679409262,10.86216194011693
2008-01-01 09:00:00,2008-01-01 09:00:00,2008,1,1,0.8169341549731209,0.9999804688135782,10.816738843108903
2008-01-01 10:00:00,2008-01-01 10:00:00,2008,1,1,0.4291525008661309,0.9999758874425823,10.428911375291953
2008-01-01 11:00:00,2008-01-01 11:00:00,2008,1,1,0.509499528773844,0.9999708238301476,10.50920776707532
2008-01-01 12:00:00,2008-01-01 12:00:00,2008,1,1,0.1253662417714848,0.9999652779787161,10.125019021558646
2008-01-01 13:00:00,2008-01-01 13:00:00,2008,1,1,0.38147665686744436,0.9999592498909624,10.38106915577707
2008-01-01 14:00:00,2008-01-01 14:00:00,2008,1,1,0.7819962249819724,0.9999527395697936,10.781523620679907
2008-01-01 15:00:00,2008-01-01 15:00:00,2008,1,1,0.31039387275557606,0.9999457470183493,10.30985134293907
2008-01-01 16:00:00,2008-01-01 16:00:00,2008,1,1,0.6017611195816588,0.9999382722400014,10.601143841981672
2008-01-01 17:00:00,2008-01-01 17:00:00,2008,1,1,0.7560500308914816,0.9999303152383551,10.755353183275032
2008-01-01 18:00:00,2008-01-01 18:00:00,2008,1,1,0.2256626318486581,0.9999218760172474,10.224881392021132
2008-01-01 19:00:00,2008-01-01 19:00:00,2008,1,1,0.5736872718851395,0.999912954580748,10.57281681769262
2008-01-01 20:00:00,2008-01-01 20:00:00,2008,1,1,0.08200721003018763,0.9999035509331596,10.081042719361784
2008-01-01 21:00:00,2008-01-01 21:00:00,2008,1,1,0.6106404799799817,0.9998936650790171,10.609577130770152
2008-01-01 22:00:00,2008-01-01 22:00:00,2008,1,1,0.4864115045330508,0.9998832970230879,10.48524447476393
2008-01-01 23:00:00,2008-01-01 23:00:00,2008,1,1,0.18309111671812772,0.9998724467703719,10.181815584421846
2008-01-02 00:00:00,2008-01-02 00:00:00,2008,1,2,0.6585289782636436,0.9998611143261019,10.657140121524662
2008-01-02 01:00:00,2008-01-02 01:00:00,2008,1,2,0.6583366436232543,0.9998492996957429,10.656829640580684
2008-01-02 02:00:00,2008-01-02 02:00:00,2008,1,2,0.3139477796317548,0.9998370028849926,10.312317808481682
2008-01-02 03:00:00,2008-01-02 03:00:00,2008,1,2,0.9751825912937845,0.999824223899781,10.973424830291593
2008-01-02 04:00:00,2008-01-02 04:00:00,2008,1,2,0.16148454618060903,0.9998109627462709,10.159594173643319
2008-01-02 05:00:00,2008-01-02 05:00:00,2008,1,2,0.2958932642280173,0.9997972194308576,10.293865458536594
2008-01-02 06:00:00,2008-01-02 06:00:00,2008,1,2,0.6012930777745036,0.9997829939601689,10.599123017376192
2008-01-02 07:00:00,2008-01-02 07:00:00,2008,1,2,0.27626556067595476,0.999768286341065,10.273948424086603
2008-01-02 08:00:00,2008-01-02 08:00:00,2008,1,2,0.5668264951238978,0.9997530965806385,10.564357460930283
2008-01-02 09:00:00,2008-01-02 09:00:00,2008,1,2,0.13532620922696736,0.999737424686215,10.132700456089117
2008-01-02 10:00:00,2008-01-02 10:00:00,2008,1,2,0.26912225672965306,0.9997212706653522,10.266334963383176
2008-01-02 11:00:00,2008-01-02 11:00:00,2008,1,2,0.7136526623007745,0.9997046345258405,10.710699007559178
2008-01-02 12:00:00,2008-01-02 12:00:00,2008,1,2,0.7029765920338962,0.9996875162757026,10.699851754790924
2008-01-02 13:00:00,2008-01-02 13:00:00,2008,1,2,0.26057653104219203,0.9996699159231939,10.257275690274131
2008-01-02 14:00:00,2008-01-02 14:00:00,2008,1,2,0.11712382749819661,0.9996518334768022,10.113642162266219
2008-01-02 15:00:00,2008-01-02 15:00:00,2008,1,2,0.4351743037474737,0.9996332689452478,10.431506993199951
