datetime,datetime,year,month,day,random,sazonal,timeSeries
2009-01-01 00:00:00,2009-01-01 00:00:00,2009,1,1,0.8626862727893163,1.0,10.862686272789317
2009-01-01 01:00:00,2009-01-01 01:00:00,2009,1,1,0.4243592160857723,0.9999997588734665,10.424356804820437
2009-01-01 02:00:00,2009-01-01 02:00:00,2009,1,1,0.842281156837275,0.9999990354939822,10.842271511777097
2009-01-01 03:00:00,2009-01-01 03:00:00,2009,1,1,0.03883770914652229,0.999997829861896,10.038816007765481
2009-01-01 04:00:00,2009-01-01 04:00:00,2009,1,1,0.7578797998316719,0.9999961419777894,10.757841219609565
2009-01-01 05:00:00,2009-01-01 05:00:00,2009,1,1,0.7858876478741389,0.9999939718424762,10.785827366298902
2009-01-01 06:00:00,2009-01-01 06:00:00,2009,1,1,0.5840286038899776,0.9999913194570031,10.583941798460009
2009-01-01 07:00:00,2009-01-01 07:00:00,2009,1,1,0.811212293641305,0.9999881848226492,10.811094141867796
2009-01-01 08:00:00,2009-01-01 08:00:00,2009,1,1,0.25880750832845745,0.9999845679409262,10.25865318773772
2009-01-01 09:00:00,2009-01-01 09:00:00,2009,1,1,0.5457615344378145,0.9999804688135782,10.545566222573596
2009-01-01 10:00:00,2009-01-01 10:00:00,2009,1,1,0.7232130819866163,0.9999758874425823,10.722971956412438
2009-01-01 11:00:00,2009-01-01 11:00:00,2009,1,1,0.8784297921776014,0.9999708238301476,10.878138030479079
2009-01-01 12:00:00,2009-01-01 12:00:00,2009,1,1,0.3160731757798205,0.9999652779787161,10.315725955566982
2009-01-01 13:00:00,2009-01-01 13:00:00,2009,1,1,0.06653578422969508,0.9999592498909624,10.066128283139319
2009-01-01 14:00:00,2009-01-01 14:00:00,2009,1,1,0.15946993630180617,0.9999527395697936,10.15899733199974
2009-01-01 15:00:00,2009-01-01 15:00:00,2009,1,1,0.7941116611427848,0.9999457470183493,10.793569131326278
2009-01-01 16:00:00,2009-01-01 16:00:00,2009,1,1,0.42875461513926616,0.9999382722400014,10.42813733753928
2009-01-01 17:00:00,2009-01-01 17:00:00,2009,1,1,0.325970937957332,0.9999303152383551,10.325274090340882
2009-01-01 18:00:00,2009-01-01 18:00:00,2009,1,1,0.048020147306986116,0.9999218760172474,10.047238907479459
2009-01-01 19:00:00,2009-01-01 19:00:00,2009,1,1,0.22947197999887758,0.999912954580748,10.228601525806358
2009-01-01 20:00:00,2009-01-01 20:00:00,2009,1,1,0.29904710818926283,0.9999035509331596,10.29808261752086
2009-01-01 21:00:00,2009-01-01 21:00:00,2009,1,1,0.8440058390060291,0.9998936650790171,10.842942489796199
2009-01-01 22:00:00,2009-01-01 22:00:00,2009,1,1,0.10169390590785155,0.9998832970230879,10.10052687613873
2009-01-01 23:00:00,2009-01-01 23:00:00,2009,1,1,0.6952219443228531,0.9998724467703719,10.693946412026571
2009-01-02 00:00:00,2009-01-02 00:00:00,2009,1,2,0.9302084219624949,0.9998611143261019,10.928819565223515
2009-01-02 01:00:00,2009-01-02 01:00:00,2009,1,2,0.5855308122649608,0.9998492996957429,10.58402380922239
2009-01-02 02:00:00,2009-01-02 02:00:00,2009,1,2,0.9257936831775903,0.9998370028849926,10.924163712027516
2009-01-02 03:00:00,2009-01-02 03:00:00,2009,1,2,0.3910873800798591,0.999824223899781,10.38932961907767
2009-01-02 04:00:00,2009-01-02 04:00:00,2009,1,2,0.06216982106167812,0.9998109627462709,10.060279448524387
2009-01-02 05:00:00,2009-01-02 05:00:00,2009,1,2,0.47649103329238973,0.9997972194308576,10.474463227600967
2009-01-02 06:00:00,2009-01-02 06:00:00,2009,1,2,0.8666268045135911,0.9997829939601689,10.86445674411528
