datetime,datetime,year,month,day,random,sazonal,timeSeries
2006-01-01 00:00:00,2006-01-01 00:00:00,2006,1,1,0.8325222121344048,1.0,10.832522212134405
2006-01-01 01:00:00,2006-01-01 01:00:00,2006,1,1,0.34216787986994246,0.9999997588734665,10.342165468604607
2006-01-01 02:00:00,2006-01-01 02:00:00,2006,1,1,0.10431936184641055,0.9999990354939822,10.104309716786233
2006-01-01 03:00:00,2006-01-01 03:00:00,2006,1,1,0.2115663761686608,0.999997829861896,10.21154467478762
2006-01-01 04:00:00,2006-01-01 04:00:00,2006,1,1,0.06091174608783778,0.9999961419777894,10.06087316586573
2006-01-01 05:00:00,2006-01-01 05:00:00,2006,1,1,0.04250507281172866,0.9999939718424762,10.042444791236491
2006-01-01 06:00:00,2006-01-01 06:00:00,2006,1,1,0.47278120958892267,0.9999913194570031,10.472694404158954
2006-01-01 07:00:00,2006-01-01 07:00:00,2006,1,1,0.5237837683562926,0.9999881848226492,10.523665616582784
2006-01-01 08:00:00,2006-01-01 08:00:00,2006,1,1,0.9770323016611094,0.9999845679409262,10.976877981070372
2006-01-01 09:00:00,2006-01-01 09:00:00,2006,1,1,0.8533100759848955,0.9999804688135782,10.853114764120678
2006-01-01 10:00:00,2006-01-01 10:00:00,2006,1,1,0.002002708047263213,0.9999758874425823,10.001761582473085
2006-01-01 11:00:00,2006-01-01 11:00:00,2006,1,1,0.45961734149293576,0.9999708238301476,10.459325579794411
2006-01-01 12:00:00,2006-01-01 12:00:00,2006,1,1,0.7959000984742973,0.9999652779787161,10.795552878261459
2006-01-01 13:00:00,2006-01-01 13:00:00,2006,1,1,0.18023102143181358,0.9999592498909624,10.179823520341438
2006-01-01 14:00:00,2006-01-01 14:00:00,2006,1,1,0.4041062694988321,0.9999527395697936,10.403633665196768
2006-01-01 15:00:00,2006-01-01 15:00:00,2006,1,1,0.5573674901454893,0.9999457470183493,10.556824960328983
2006-01-01 16:00:00,2006-01-01 16:00:00,2006,1,1,0.7955250224599868,0.9999382722400014,10.794907744860001
2006-01-01 17:00:00,2006-01-01 17:00:00,2006,1,1,0.3869744481864732,0.9999303152383551,10.386277600570024
2006-01-01 18:00:00,2006-01-01 18:00:00,2006,1,1,0.6255147027795759,0.9999218760172474,10.62473346295205
2006-01-01 19:00:00,2006-01-01 19:00:00,2006,1,1,0.36278614008066257,0.999912954580748,10.361915685888144
