datetime,datetime,year,month,day,random,sazonal,timeSeries
2005-01-01 00:00:00,2005-01-01 00:00:00,2005,1,1,0.8762025303185015,1.0,10.876202530318501
2005-01-01 01:00:00,2005-01-01 01:00:00,2005,1,1,0.09199097173860293,0.9999997588734665,10.091988560473268
2005-01-01 02:00:00,2005-01-01 02:00:00,2005,1,1,0.1244893384896284,0.9999990354939822,10.12447969342945
2005-01-01 03:00:00,2005-01-01 03:00:00,2005,1,1,0.32345479357052265,0.999997829861896,10.323433092189482
2005-01-01 04:00:00,2005-01-01 04:00:00,2005,1,1,0.29904047323832517,0.9999961419777894,10.299001893016218
2005-01-01 05:00:00,2005-01-01 05:00:00,2005,1,1,0.3218227317289638,0.9999939718424762,10.321762450153727
2005-01-01 06:00:00,2005-01-01 06:00:00,2005,1,1,0.15847436781157664,0.9999913194570031,10.158387562381607
2005-01-01 07:00:00,2005-01-01 07:00:00,2005,1,1,0.687468602691171,0.9999881848226492,10.687350450917663
2005-01-01 08:00:00,2005-01-01 08:00:00,2005,1,1,0.678663242157576,0.9999845679409262,10.678508921566838
2005-01-01 09:00:00,2005-01-01 09:00:00,2005,1,1,0.45905145284989446,0.9999804688135782,10.458856140985677
2005-01-01 10:00:00,2005-01-01 10:00:00,2005,1,1,0.5922530536104657,0.9999758874425823,10.592011928036287
2005-01-01 11:00:00,2005-01-01 11:00:00,2005,1,1,0.418673077366694,0.9999708238301476,10.41838131566817
2005-01-01 12:00:00,2005-01-01 12:00:00,2005,1,1,0.1421515030601609,0.9999652779787161,10.141804282847323
2005-01-01 13:00:00,2005-01-01 13:00:00,2005,1,1,0.5733128818853215,0.9999592498909624,10.572905380794946
2005-01-01 14:00:00,2005-01-01 14:00:00,2005,1,1,0.01820944859217699,0.9999527395697936,10.017736844290113
2005-01-01 15:00:00,2005-01-01 15:00:00,2005,1,1,0.03461705742705801,0.9999457470183493,10.034074527610551
2005-01-01 16:00:00,2005-01-01 16:00:00,2005,1,1,0.08343880990648322,0.9999382722400014,10.082821532306497
2005-01-01 17:00:00,2005-01-01 17:00:00,2005,1,1,0.9666902047997464,0.9999303152383551,10.965993357183297
2005-01-01 18:00:00,2005-01-01 18:00:00,2005,1,1,0.9895681586152559,0.9999218760172474,10.98878691878773
2005-01-01 19:00:00,2005-01-01 19:00:00,2005,1,1,0.5302525529448975,0.999912954580748,10.529382098752379
2005-01-01 20:00:00,2005-01-01 20:00:00,2005,1,1,0.6147881757034718,0.9999035509331596,10.613823685035069
2005-01-01 21:00:00,2005-01-01 21:00:00,2005,1,1,0.5911350081192026,0.9998936650790171,10.590071658909373
2005-01-01 22:00:00,2005-01-01 22:00:00,2005,1,1,0.6901586815770633,0.9998832970230879,10.688991651807942
2005-01-01 23:00:00,2005-01-01 23:00:00,2005,1,1,0.8297945849493716,0.9998724467703719,10.82851905265309
2005-01-02 00:00:00,2005-01-02 00:00:00,2005,1,2,0.7873969875059944,0.9998611143261019,10.786008130767014
2005-01-02 01:00:00,2005-01-02 01:00:00,2005,1,2,0.808886005884856,0.9998492996957429,10.807379002842286
2005-01-02 02:00:00,2005-01-02 02:00:00,2005,1,2,0.2413821015931361,0.9998370028849926,10.239752130443062
2005-01-02 03:00:00,2005-01-02 03:00:00,2005,1,2,0.5869177942985765,0.999824223899781,10.585160033296386
