datetime,datetime,year,month,day,random,sazonal,timeSeries
2060-01-01 00:00:00,2060-01-01 00:00:00,2060,1,1,0.21931141366266338,1.0,10.219311413662663
2060-01-01 01:00:00,2060-01-01 01:00:00,2060,1,1,0.7129626610892323,0.9999997588734665,10.712960249823897
2060-01-01 02:00:00,2060-01-01 02:00:00,2060,1,1,0.5615212881418623,0.9999990354939822,10.561511643081683
2060-01-01 03:00:00,2060-01-01 03:00:00,2060,1,1,0.12897434593895907,0.999997829861896,10.128952644557918
2060-01-01 04:00:00,2060-01-01 04:00:00,2060,1,1,0.6646662331490852,0.9999961419777894,10.664627652926978
2060-01-01 05:00:00,2060-01-01 05:00:00,2060,1,1,0.21511887373286365,0.9999939718424762,10.215058592157627
2060-01-01 06:00:00,2060-01-01 06:00:00,2060,1,1,0.17866082101291325,0.9999913194570031,10.178574015582944
2060-01-01 07:00:00,2060-01-01 07:00:00,2060,1,1,0.955698671962143,0.9999881848226492,10.955580520188635
2060-01-01 08:00:00,2060-01-01 08:00:00,2060,1,1,0.26097128300055084,0.9999845679409262,10.260816962409812
2060-01-01 09:00:00,2060-01-01 09:00:00,2060,1,1,0.6109381316046142,0.9999804688135782,10.610742819740397
2060-01-01 10:00:00,2060-01-01 10:00:00,2060,1,1,0.355697244498672,0.9999758874425823,10.355456118924494
2060-01-01 11:00:00,2060-01-01 11:00:00,2060,1,1,0.8381464524848069,0.9999708238301476,10.837854690786283
2060-01-01 12:00:00,2060-01-01 12:00:00,2060,1,1,0.8497614331431245,0.9999652779787161,10.849414212930286
2060-01-01 13:00:00,2060-01-01 13:00:00,2060,1,1,0.7539769425788562,0.9999592498909624,10.75356944148848
2060-01-01 14:00:00,2060-01-01 14:00:00,2060,1,1,0.755619375151859,0.9999527395697936,10.755146770849795
2060-01-01 15:00:00,2060-01-01 15:00:00,2060,1,1,0.2324281533860314,0.9999457470183493,10.231885623569525
2060-01-01 16:00:00,2060-01-01 16:00:00,2060,1,1,0.616063027077164,0.9999382722400014,10.615445749477178
2060-01-01 17:00:00,2060-01-01 17:00:00,2060,1,1,0.8152394567008449,0.9999303152383551,10.814542609084395
2060-01-01 18:00:00,2060-01-01 18:00:00,2060,1,1,0.05721624339154874,0.9999218760172474,10.056435003564022
2060-01-01 19:00:00,2060-01-01 19:00:00,2060,1,1,0.6555687461536733,0.999912954580748,10.654698291961154
2060-01-01 20:00:00,2060-01-01 20:00:00,2060,1,1,0.8091208933148241,0.9999035509331596,10.808156402646421
2060-01-01 21:00:00,2060-01-01 21:00:00,2060,1,1,0.619745722502252,0.9998936650790171,10.618682373292422
2060-01-01 22:00:00,2060-01-01 22:00:00,2060,1,1,0.0542536067122924,0.9998832970230879,10.053086576943171
2060-01-01 23:00:00,2060-01-01 23:00:00,2060,1,1,0.29912725622855707,0.9998724467703719,10.297851723932276
2060-01-02 00:00:00,2060-01-02 00:00:00,2060,1,2,0.6536891896426111,0.9998611143261019,10.65230033290363
2060-01-02 01:00:00,2060-01-02 01:00:00,2060,1,2,0.3229007098201566,0.9998492996957429,10.321393706777586
2060-01-02 02:00:00,2060-01-02 02:00:00,2060,1,2,0.3346581167636,0.9998370028849926,10.333028145613527
2060-01-02 03:00:00,2060-01-02 03:00:00,2060,1,2,0.48540278626133637,0.999824223899781,10.483645025259145
2060-01-02 04:00:00,2060-01-02 04:00:00,2060,1,2,0.6172714599410709,0.9998109627462709,10.61538108740378
2060-01-02 05:00:00,2060-01-02 05:00:00,2060,1,2,0.27713025813435477,0.9997972194308576,10.275102452442932
2060-01-02 06:00:00,2060-01-02 06:00:00,2060,1,2,0.08669223513308655,0.9997829939601689,10.084522174734776
2060-01-02 07:00:00,2060-01-02 07:00:00,2060,1,2,0.4455428409847487,0.999768286341065,10.443225704395397
2060-01-02 08:00:00,2060-01-02 08:00:00,2060,1,2,0.4974572148743017,0.9997530965806385,10.494988180680688
2060-01-02 09:00:00,2060-01-02 09:00:00,2060,1,2,0.3585530870730359,0.999737424686215,10.355927333935185
2060-01-02 10:00:00,2060-01-02 10:00:00,2060,1,2,0.4227913620566305,0.9997212706653522,10.420004068710153
2060-01-02 11:00:00,2060-01-02 11:00:00,2060,1,2,0.2405050269715,0.9997046345258405,10.237551372229904
2060-01-02 12:00:00,2060-01-02 12:00:00,2060,1,2,0.9616765057175493,0.9996875162757026,10.958551668474575
2060-01-02 13:00:00,2060-01-02 13:00:00,2060,1,2,0.9342470044010958,0.9996699159231939,10.930946163633035
2060-01-02 14:00:00,2060-01-02 14:00:00,2060,1,2,0.951487429701689,0.9996518334768022,10.94800576446971
2060-01-02 15:00:00,2060-01-02 15:00:00,2060,1,2,0.957833559826689,0.9996332689452478,10.954166249279167
2060-01-02 16:00:00,2060-01-02 16:00:00,2060,1,2,0.6202551876193478,0.9996142223374836,10.616397410994184
2060-01-02 17:00:00,2060-01-02 17:00:00,2060,1,2,0.34530212460386833,0.9995946936626949,10.341249061230819
2060-01-02 18:00:00,2060-01-02 18:00:00,2060,1,2,0.14720796673080716,0.9995746829302993,10.1429547960338
2060-01-02 19:00:00,2060-01-02 19:00:00,2060,1,2,0.836166153088439,0.9995541901499472,10.83170805458791
2060-01-02 20:00:00,2060-01-02 20:00:00,2060,1,2,0.5165106679865459,0.9995332153315211,10.511842821301757
2060-01-02 21:00:00,2060-01-02 21:00:00,2060,1,2,0.30016720288991905,0.9995117584851364,10.295284787741283
2060-01-02 22:00:00,2060-01-02 22:00:00,2060,1,2,0.06989923173785106,0.9994898196211406,10.064797427949257
2060-01-02 23:00:00,2060-01-02 23:00:00,2060,1,2,0.3876140591536016,0.9994673987501137,10.38228804665474
2060-01-03 00:00:00,2060-01-03 00:00:00,2060,1,3,0.9166424495047752,0.9994444958828685,10.911087408333461
2060-01-03 01:00:00,2060-01-03 01:00:00,2060,1,3,0.9018795691631244,0.9994211110304497,10.896090679467623
2060-01-03 02:00:00,2060-01-03 02:00:00,2060,1,3,0.7508599527203464,0.999397244204135,10.744832394761698
2060-01-03 03:00:00,2060-01-03 03:00:00,2060,1,3,0.8145592109626817,0.999372895415434,10.80828816511702
2060-01-03 04:00:00,2060-01-03 04:00:00,2060,1,3,0.9856199828820853,0.999348064676089,10.979100629642975
2060-01-03 05:00:00,2060-01-03 05:00:00,2060,1,3,0.3608761000313514,0.999322751998075,10.3541036200121
2060-01-03 06:00:00,2060-01-03 06:00:00,2060,1,3,0.25326103474516926,0.9992969573935987,10.246230608681156
2060-01-03 07:00:00,2060-01-03 07:00:00,2060,1,3,0.8640683197860618,0.9992706808750998,10.85677512853706
2060-01-03 08:00:00,2060-01-03 08:00:00,2060,1,3,0.9113005452366993,0.9992439224552503,10.903739769789201
2060-01-03 09:00:00,2060-01-03 09:00:00,2060,1,3,0.908669637894788,0.9992166821469545,10.900836459364331
2060-01-03 10:00:00,2060-01-03 10:00:00,2060,1,3,0.4131288188434382,0.999188959963349,10.405018418476928
2060-01-03 11:00:00,2060-01-03 11:00:00,2060,1,3,0.31940761742094703,0.9991607559178031,10.311015176598977
2060-01-03 12:00:00,2060-01-03 12:00:00,2060,1,3,0.38966450870373526,0.9991320700239181,10.380985208942917
2060-01-03 13:00:00,2060-01-03 13:00:00,2060,1,3,0.05285940886268603,0.9991029022955281,10.043888431817967
2060-01-03 14:00:00,2060-01-03 14:00:00,2060,1,3,0.19827776134777597,0.9990732527466991,10.189010288814767
2060-01-03 15:00:00,2060-01-03 15:00:00,2060,1,3,0.3831439333730019,0.9990431213917298,10.3735751472903
2060-01-03 16:00:00,2060-01-03 16:00:00,2060,1,3,0.5058504782402107,0.9990125082451511,10.495975560691722
2060-01-03 17:00:00,2060-01-03 17:00:00,2060,1,3,0.8039099855336939,0.9989814133217262,10.793724118750957
2060-01-03 18:00:00,2060-01-03 18:00:00,2060,1,3,0.25667924002277454,0.9989498366364509,10.246177606387283
2060-01-03 19:00:00,2060-01-03 19:00:00,2060,1,3,0.6501513255542084,0.998917778204553,10.639329107599739
2060-01-03 20:00:00,2060-01-03 20:00:00,2060,1,3,0.7908091604725008,0.9988852380414929,10.77966154088743
2060-01-03 21:00:00,2060-01-03 21:00:00,2060,1,3,0.062262476771010156,0.998852216162963,10.050784638400641
2060-01-03 22:00:00,2060-01-03 22:00:00,2060,1,3,0.4489937428074007,0.9988187125848885,10.437180868656286
2060-01-03 23:00:00,2060-01-03 23:00:00,2060,1,3,0.1936041841259487,0.9987847273234264,10.181451457360213
2060-01-04 00:00:00,2060-01-04 00:00:00,2060,1,4,0.14423188493771189,0.9987502603949663,10.131734488887375
2060-01-04 01:00:00,2060-01-04 01:00:00,2060,1,4,0.1470963830996489,0.9987153118161298,10.134249501260948
2060-01-04 02:00:00,2060-01-04 02:00:00,2060,1,4,0.2751006573702647,0.9986798816037711,10.261899473407976
2060-01-04 03:00:00,2060-01-04 03:00:00,2060,1,4,0.9168635739421036,0.9986439697749765,10.903303271691868
2060-01-04 04:00:00,2060-01-04 04:00:00,2060,1,4,0.02436622159570445,0.9986075763470647,10.01044198506635
2060-01-04 05:00:00,2060-01-04 05:00:00,2060,1,4,0.3616797264959044,0.9985707013375863,10.347386739871768
2060-01-04 06:00:00,2060-01-04 06:00:00,2060,1,4,0.9581528988842035,0.9985333447643246,10.943486346527449
2060-01-04 07:00:00,2060-01-04 07:00:00,2060,1,4,0.10632415810110196,0.9984955066452949,10.091279224554052
2060-01-04 08:00:00,2060-01-04 08:00:00,2060,1,4,0.5385942147039082,0.9984571869987445,10.523166084691352
2060-01-04 09:00:00,2060-01-04 09:00:00,2060,1,4,0.37892953862555967,0.9984183858431536,10.363113397057095
2060-01-04 10:00:00,2060-01-04 10:00:00,2060,1,4,0.4926915347352534,0.9983791031972338,10.476482566707592
2060-01-04 11:00:00,2060-01-04 11:00:00,2060,1,4,0.01494827350212713,0.9983393390799294,9.998341664301421
2060-01-04 12:00:00,2060-01-04 12:00:00,2060,1,4,0.2425569461655589,0.9982990935104169,10.225547881269728
2060-01-04 13:00:00,2060-01-04 13:00:00,2060,1,4,0.5663622403696494,0.9982583665081046,10.548945905450696
2060-01-04 14:00:00,2060-01-04 14:00:00,2060,1,4,0.33444226981229297,0.9982171580926334,10.316613850738626
2060-01-04 15:00:00,2060-01-04 15:00:00,2060,1,4,0.9077969620251009,0.9981754682838762,10.889551644863863
2060-01-04 16:00:00,2060-01-04 16:00:00,2060,1,4,0.21781478526340659,0.9981332971019379,10.199147756282786
