datetime,datetime,year,month,day,random,sazonal,timeSeries
2053-01-01 00:00:00,2053-01-01 00:00:00,2053,1,1,0.49132414213961684,1.0,10.491324142139616
2053-01-01 01:00:00,2053-01-01 01:00:00,2053,1,1,0.18705954505507616,0.9999997588734665,10.187057133789741
2053-01-01 02:00:00,2053-01-01 02:00:00,2053,1,1,0.09762017018911928,0.9999990354939822,10.09761052512894
2053-01-01 03:00:00,2053-01-01 03:00:00,2053,1,1,0.7217926508564106,0.999997829861896,10.72177094947537
2053-01-01 04:00:00,2053-01-01 04:00:00,2053,1,1,0.946995951617407,0.9999961419777894,10.9469573713953
2053-01-01 05:00:00,2053-01-01 05:00:00,2053,1,1,0.752510522379718,0.9999939718424762,10.75245024080448
2053-01-01 06:00:00,2053-01-01 06:00:00,2053,1,1,0.8032788512512675,0.9999913194570031,10.803192045821298
2053-01-01 07:00:00,2053-01-01 07:00:00,2053,1,1,0.1644528685012372,0.9999881848226492,10.16433471672773
2053-01-01 08:00:00,2053-01-01 08:00:00,2053,1,1,0.8242609965875209,0.9999845679409262,10.824106675996783
2053-01-01 09:00:00,2053-01-01 09:00:00,2053,1,1,0.5267564211045875,0.9999804688135782,10.52656110924037
2053-01-01 10:00:00,2053-01-01 10:00:00,2053,1,1,0.9185502780835327,0.9999758874425823,10.918309152509355
2053-01-01 11:00:00,2053-01-01 11:00:00,2053,1,1,0.29035517924078613,0.9999708238301476,10.290063417542262
2053-01-01 12:00:00,2053-01-01 12:00:00,2053,1,1,0.7976269614837723,0.9999652779787161,10.797279741270934
2053-01-01 13:00:00,2053-01-01 13:00:00,2053,1,1,0.2507578871815954,0.9999592498909624,10.25035038609122
2053-01-01 14:00:00,2053-01-01 14:00:00,2053,1,1,0.2916888417125738,0.9999527395697936,10.29121623741051
2053-01-01 15:00:00,2053-01-01 15:00:00,2053,1,1,0.18675750907899025,0.9999457470183493,10.186214979262484
2053-01-01 16:00:00,2053-01-01 16:00:00,2053,1,1,0.5840426273351249,0.9999382722400014,10.583425349735139
2053-01-01 17:00:00,2053-01-01 17:00:00,2053,1,1,0.820540204028221,0.9999303152383551,10.819843356411772
2053-01-01 18:00:00,2053-01-01 18:00:00,2053,1,1,0.3479768421484106,0.9999218760172474,10.347195602320884
2053-01-01 19:00:00,2053-01-01 19:00:00,2053,1,1,0.5650675062717492,0.999912954580748,10.56419705207923
2053-01-01 20:00:00,2053-01-01 20:00:00,2053,1,1,0.8147277142570389,0.9999035509331596,10.813763223588635
2053-01-01 21:00:00,2053-01-01 21:00:00,2053,1,1,0.6866054529711201,0.9998936650790171,10.685542103761291
2053-01-01 22:00:00,2053-01-01 22:00:00,2053,1,1,0.27752417297649856,0.9998832970230879,10.276357143207377
2053-01-01 23:00:00,2053-01-01 23:00:00,2053,1,1,0.027187126660218497,0.9998724467703719,10.025911594363937
2053-01-02 00:00:00,2053-01-02 00:00:00,2053,1,2,0.5424017516019571,0.9998611143261019,10.541012894862977
2053-01-02 01:00:00,2053-01-02 01:00:00,2053,1,2,0.006036429536349419,0.9998492996957429,10.004529426493779
2053-01-02 02:00:00,2053-01-02 02:00:00,2053,1,2,0.9117848306007084,0.9998370028849926,10.910154859450635
